Final Name,Image Name,Image Source,Original Size (KB),Location,Area,ByteSSIM,Final Size (KB),Worst Size (KB),Worst SSIM,Worst Resolution,SSIM
87641bfb5cf707ba.jpg!q70.dpg,87641bfb5cf707ba.jpg!q70.dpg,https://m.360buyimg.com/babel/s1125x600_jfs/t1/156011/19/36990/85599/646c850aF5e22eaa0/87641bfb5cf707ba.jpg!q70.dpg,86.3857421875,0.03787375415282392,269090,0.0,86.3857421875,86.3857421875,1.0,100,1.0
a6e1ac2e5c27f160.jpg!q70.dpg,a6e1ac2e5c27f160.jpg!q70.dpg,https://m.360buyimg.com/babel/s710x370_jfs/t1/197659/30/31344/62825/640fd751F694963ed/a6e1ac2e5c27f160.jpg!q70.dpg,47.5986328125,0.03787375415282392,262700,0.0,47.5986328125,47.5986328125,1.0,100,1.0
b7f9381b8f3b98b1.png,b7f9381b8f3b98b1.png,https://m.360buyimg.com/babel/jfs/t1/67826/3/24736/33064/63fffd07F86731bb8/b7f9381b8f3b98b1.png,90.205078125,0.11982281284606866,35500,4058593749.9999995,90.205078125,86.146484375,1.0,80,1.0
442adf2524d2920d.png,442adf2524d2920d.png,https://m.360buyimg.com/babel/jfs/t1/123874/3/34811/33876/63b4da4bFccb2c1ea/442adf2524d2920d.png,88.4951171875,0.11982281284606866,35500,3869140624.9999995,88.4951171875,84.6259765625,1.0,80,1.0
f02971fe7708657f.png,f02971fe7708657f.png,https://img10.360buyimg.com/imagetools/jfs/t1/39610/10/21462/25175/63a907d9Eb4694b9a/f02971fe7708657f.png,24.5849609375,0.04186046511627907,2500,441406250.0,24.5849609375,24.1435546875,1.0,80,1.0
0ce5842c29b3c233.png,0ce5842c29b3c233.png,https://m.360buyimg.com/babel/jfs/t1/170360/26/33432/1027/63a97f92Ea57bb36e/0ce5842c29b3c233.png,1.0029296875,0.08881506090808416,1225,102539062.5,1.0029296875,0.900390625,1.0,10,1.0
5e1ea1f92cc90f68.png,5e1ea1f92cc90f68.png,https://m.360buyimg.com/babel/jfs/t1/201516/17/27623/1758/63a97f60Fba810fbd/5e1ea1f92cc90f68.png,1.716796875,0.08881506090808416,1225,215820312.5,1.716796875,1.5009765625,1.0,0,1.0
13cc3237d9ce912a.png,13cc3237d9ce912a.png,https://m.360buyimg.com/babel/jfs/t1/163432/26/33326/617/63a97f6bE0d52be6b/13cc3237d9ce912a.png,0.6025390625,0.08881506090808416,1225,13671875.0,0.6025390625,0.5888671875,1.0,40,1.0
016b6a1fd8197f70.png,016b6a1fd8197f70.png,https://m.360buyimg.com/babel/jfs/t1/49996/26/22663/489/63a97f83E0747e4fa/016b6a1fd8197f70.png,0.4775390625,0.10409745293466224,1225,976562.4999999999,0.4775390625,0.4765625,1.0,20,1.0
73a62b4d8faf9f28.png,73a62b4d8faf9f28.png,https://m.360buyimg.com/babel/jfs/t1/71386/9/23990/1771/63a97f76E6866e7a0/73a62b4d8faf9f28.png,1.7294921875,0.10409745293466224,1225,161132812.5,1.7294921875,1.568359375,1.0,0,1.0
545433ffb72a255b.png,545433ffb72a255b.png,https://img13.360buyimg.com/imagetools/jfs/t1/11399/29/19442/1311/63aa9f93F3c146bfa/545433ffb72a255b.png,1.2802734375,0.12026578073089701,1215,74218750.0,1.2802734375,1.2060546875,1.0,0,1.0
f9331d572339c2c9.png,f9331d572339c2c9.png,https://img13.360buyimg.com/imagetools/jfs/t1/135205/12/28597/894/63aa9fb8F0bd85706/f9331d572339c2c9.png,0.873046875,0.12026578073089701,1215,4882812.5,0.873046875,0.8681640625,1.0,10,1.0
0c0aed67c7ed0011.png,0c0aed67c7ed0011.png,https://img12.360buyimg.com/imagetools/jfs/t1/120455/21/32606/1186/63aa9fb8Fc7d267b1/0c0aed67c7ed0011.png,1.158203125,0.12026578073089701,1215,0.0,1.158203125,1.158203125,1.0,100,1.0
46cbe614556fc49b.png,46cbe614556fc49b.png,https://img14.360buyimg.com/imagetools/jfs/t1/174674/5/27511/1212/63aa9f63F2349dcff/46cbe614556fc49b.png,1.18359375,0.12026578073089701,1215,0.0,1.18359375,1.18359375,1.0,100,1.0
1bc40bfb4fa91dd2.png,1bc40bfb4fa91dd2.png,https://img11.360buyimg.com/imagetools/jfs/t1/137860/10/33220/973/63aa9fb8Ff0d2242e/1bc40bfb4fa91dd2.png,0.9501953125,0.1273532668881506,1215,17578125.0,0.9501953125,0.9326171875,1.0,10,1.0
216d20251b5723bd.png,216d20251b5723bd.png,https://img11.360buyimg.com/imagetools/jfs/t1/111825/12/32276/1564/63aa9fb8F755397c3/216d20251b5723bd.png,1.52734375,0.1273532668881506,1215,1953124.9999999998,1.52734375,1.525390625,1.0,10,1.0
cd91ec13cb2b1de0.png,cd91ec13cb2b1de0.png,https://m.360buyimg.com/babel/jfs/t1/97677/31/29676/8119/63b401ceFc3547fc4/cd91ec13cb2b1de0.png,36.5390625,0.16500553709856036,53200,603515625.0,36.5390625,35.935546875,1.0,80,1.0
be5cee8cf04d7e16.png,be5cee8cf04d7e16.png,https://m.360buyimg.com/babel/jfs/t1/81488/28/23346/102165/63b41485F7ecc4f22/be5cee8cf04d7e16.png,99.7705078125,0.16943521594684385,43200,67382812.5,99.7705078125,99.703125,1.0,90,1.0
5d0dc855fe43ca85.png,5d0dc855fe43ca85.png,https://m.360buyimg.com/babel/jfs/t1/93200/23/34752/53589/63b4148cF5150739b/5d0dc855fe43ca85.png,52.3330078125,0.16943521594684385,43200,172851562.5,52.3330078125,52.16015625,1.0,80,1.0
605f4fe1c473192c.webp,605f4fe1c473192c.png,https://m.360buyimg.com/babel/jfs/t1/54690/10/22629/29568/63b41496Fad92ac75/605f4fe1c473192c.png,28.875,0.16943521594684385,43200,739.4396753564321,15.67578125,3.0390625,0.9829104128826889,0,1.0
ac86841f42a75cd0.png,ac86841f42a75cd0.png,https://m.360buyimg.com/babel/jfs/t1/53202/29/23281/117684/63b4149dF2beb8956/ac86841f42a75cd0.png,114.92578125,0.16943521594684385,43200,7396484375.0,114.92578125,107.529296875,1.0,40,1.0
740fb4daeef82c57.png,740fb4daeef82c57.png,https://m.360buyimg.com/babel/jfs/t1/90039/40/25105/65438/63b414a5Fb09a6926/740fb4daeef82c57.png,63.904296875,0.16943521594684385,43200,294921875.0,63.904296875,63.609375,1.0,80,1.0
47dcbd8c9f404498.jpg!q70.dpg,47dcbd8c9f404498.jpg!q70.dpg,https://m.360buyimg.com/babel/s580x740_jfs/t1/142264/15/32716/14415/63b40389F4a38dbcf/47dcbd8c9f404498.jpg!q70.dpg,22.5390625,0.24562569213732005,107300,0.0,22.5390625,22.5390625,1.0,100,1.0
d4622671799c75bd.jpg!q70.dpg,d4622671799c75bd.jpg!q70.dpg,https://m.360buyimg.com/babel/s580x740_jfs/t1/42759/37/22689/30450/63b40382F7411d238/d4622671799c75bd.jpg!q70.dpg,31.8798828125,0.24562569213732005,107300,0.0,31.8798828125,31.8798828125,1.0,100,1.0
afd8b923d78fedf7.jpg!q70.dpg,afd8b923d78fedf7.jpg!q70.dpg,https://m.360buyimg.com/babel/s580x360_jfs/t1/185848/10/28507/20219/63b4045dFdaf55287/afd8b923d78fedf7.jpg!q70.dpg,17.212890625,0.24562569213732005,52200,0.0,17.212890625,17.212890625,1.0,100,1.0
28299450d864ec30.jpg!q70.dpg,28299450d864ec30.jpg!q70.dpg,https://m.360buyimg.com/babel/s580x360_jfs/t1/85884/39/30833/43784/63b40451Fe676a087/28299450d864ec30.jpg!q70.dpg,31.09375,0.24562569213732005,52200,0.0,31.09375,31.09375,1.0,100,1.0
f00c2b6ccfd4a17c.png,f00c2b6ccfd4a17c.png,https://m.360buyimg.com/babel/jfs/t1/151963/23/31996/81922/642e7aa0F02fe1494/f00c2b6ccfd4a17c.png,80.001953125,0.2877076411960133,52200,1544921875.0,80.001953125,78.45703125,1.0,40,1.0
85dbe003dae88d87.jpg!q70.dpg,85dbe003dae88d87.jpg!q70.dpg,https://m.360buyimg.com/babel/s580x360_jfs/t1/8529/22/20744/13947/63b40457F665a1550/85dbe003dae88d87.jpg!q70.dpg,15.0986328125,0.2877076411960133,52200,0.0,15.0986328125,15.0986328125,1.0,100,1.0
cff56027b7ff194f.jpg!q70.dpg,cff56027b7ff194f.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/60120/9/20886/155576/630c49e8Edf19503a/cff56027b7ff194f.jpg!q70.dpg,108.1630859375,0.3550387596899225,22500,0.0,108.1630859375,108.1630859375,1.0,100,1.0
153c80981422c24b.jpg!q70.dpg,153c80981422c24b.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/99078/3/26383/81626/649793eaF6145c4ca/153c80981422c24b.jpg!q70.dpg,97.7978515625,0.3550387596899225,22500,0.0,97.7978515625,97.7978515625,1.0,100,1.0
7c8e8d4fe0b7702d.jpg!q70.dpg,7c8e8d4fe0b7702d.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/112038/16/36967/57157/647d4e24F45da221a/7c8e8d4fe0b7702d.jpg!q70.dpg,62.7548828125,0.3550387596899225,22500,0.0,62.7548828125,62.7548828125,1.0,100,1.0
35838ae575fbdc00.jpg!q70.dpg,35838ae575fbdc00.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/203185/33/37097/172943/649a4a0dFd5861b84/35838ae575fbdc00.jpg!q70.dpg,125.9423828125,0.3550387596899225,22500,0.0,125.9423828125,125.9423828125,1.0,100,1.0
4d1a671bd8b0078b.jpg!q70.dpg,4d1a671bd8b0078b.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/108574/21/39869/290054/647986d4F20696d27/4d1a671bd8b0078b.jpg!q70.dpg,176.89453125,0.3550387596899225,22500,0.0,176.89453125,176.89453125,1.0,100,1.0
2c7536ac3ddd3d07.jpg!q70.dpg,2c7536ac3ddd3d07.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/107137/15/13155/156611/5e9d7c86E7c202d3a/2c7536ac3ddd3d07.jpg!q70.dpg,54.6689453125,0.43145071982281286,22500,0.0,54.6689453125,54.6689453125,1.0,100,1.0
140bb2f365737a19.jpg!q70.dpg,140bb2f365737a19.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/145458/39/36546/66155/6497e2b2Fbac30122/140bb2f365737a19.jpg!q70.dpg,88.0078125,0.43145071982281286,22500,0.0,88.0078125,88.0078125,1.0,100,1.0
f9ad24694710eb71.jpg!q70.dpg,f9ad24694710eb71.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/109339/30/41705/136633/64979f09F2c2c9a61/f9ad24694710eb71.jpg!q70.dpg,133.1796875,0.43145071982281286,22500,0.0,133.1796875,133.1796875,1.0,100,1.0
94611666e48d20c9.jpg!q70.dpg,94611666e48d20c9.jpg!q70.dpg,https://m.360buyimg.com/babel/jfs/t1/193479/36/32128/150116/63f97c62F3b8d388d/94611666e48d20c9.jpg!q70.dpg,110.5615234375,0.43145071982281286,22500,0.0,110.5615234375,110.5615234375,1.0,100,1.0
