Final Name,Image Name,Image Source,Original Size (KB),Location,Area,ByteSSIM,Final Size (KB),Worst Size (KB),Worst SSIM,Worst Resolution,SSIM,Weighted Sum
tab_loading__bg_logo.png,tab_loading__bg_logo.png,https://m.baidu.com/se/static/img/iphone/tab_loading__bg_logo.png,8.021484375,0.09010339734121121,0.0,0.5226837060702876,8.021484375,6.4931640625,1.0,10,1,0.5226837060702876
fetch_ing_8_0.png,fetch_ing_8_0.png,https://gss0.bdstatic.com/5bd1bjqh_Q23odCf/static/newtab/img/fetch_ing_8_0.png,0.8955078125,0.018809744064138142,0.0317553660688033,1.0,0.8955078125,0.8955078125,1.0,100,1,1.0317553660688032
default_icon_02f13d8.png,default_icon_02f13d8.png,https://gss0.bdstatic.com/5bd1bjqh_Q23odCf/static/indexatom/personalcenter/assets/img/default_icon_02f13d8.png,23.7705078125,0.08243243243243242,0.2857982946192296,1.0,23.7705078125,22.9716796875,1.0,20,1,1.2857982946192297
logo.png,logo.png,https://m.baidu.com/se/static/img/iphone/logo.png,13.427734375,0.09010339734121121,0.0,3.3941908713692945,13.427734375,13.1923828125,1.0,30,1,3.3941908713692945
plus_logo_web_2.png,plus_logo_web_2.png,https://www.baidu.com/img/flexible/logo/plus_logo_web_2.png,21.1494140625,1.0,1.0,45.44444444444444,21.1494140625,21.1318359375,1.0,20,1,46.44444444444444
