Final Name,Image Name,Image Source,Original Size (KB),Location,Area,ByteSSIM,Final Size (KB),Worst Size (KB),Worst SSIM,Worst Resolution,SSIM,Weighted Sum,Resolution Percentage
reduced_phoenix-trading-company-logo.png,phoenix-trading-company-logo.png,https://sb.kaleidousercontent.com/67418/600x224/c0a356a433/phoenix-trading-company-logo.png,105.9873046875,0.171990171990172,0.11873568483737976,3.0181694268077323e-06,179.6552734375,105.390625,1.0,60,1.0,0.11873870300680657,1.0
reduced_4_thumbnail.jpg,4_thumbnail.jpg,https://static.remove.bg/uploader-examples/person/4_thumbnail.jpg,12.2919921875,1.0,0.026935409986257444,1.0,5.1943359375,12.2919921875,1.0,100,0.9024679387829686,1.0269354099862575,22.0
reduced_2_thumbnail.jpg,2_thumbnail.jpg,https://static.remove.bg/uploader-examples/person/2_thumbnail.jpg,10.869140625,0.09974667511082964,0.026935409986257444,1.0,4.73828125,10.869140625,1.0,100,0.9028553648933955,1.0269354099862575,19.0
reduced_6_thumbnail.jpg,6_thumbnail.jpg,https://static.remove.bg/uploader-examples/car/6_thumbnail.jpg,11.6904296875,1.0,0.026935409986257444,1.0,5.259765625,11.6904296875,1.0,100,0.9010537011844959,1.0269354099862575,27.0
reduced_sony_logo-d87a92a0416194c7e16c6ab29066404d03cb18090ea835d02c859f57ee6fe407.jpg,sony_logo-d87a92a0416194c7e16c6ab29066404d03cb18090ea835d02c859f57ee6fe407.jpg,https://static.remove.bg/remove-bg-web/2d27ed2793997cfc60fa12319ce5c5c4a743bc3e/assets/testimonials/sony_logo-d87a92a0416194c7e16c6ab29066404d03cb18090ea835d02c859f57ee6fe407.jpg,7.6142578125,0.17147523135547088,0.07256069628950985,1.0,2.1669921875,7.6142578125,1.0,100,0.9062356663804241,1.0725606962895098,7.0
reduced_developers-4.png,developers-4.png,https://sb.kaleidousercontent.com/67418/973x498/0a4a8380d7/developers-4.png,69.966796875,0.19468479604449937,0.6824858757062147,1.0,195.224609375,69.966796875,1.0,100,1.0,1.6824858757062147,1.0
reduced_people-org.webp,people-org.png,https://sb.kaleidousercontent.com/67418/992x558/ef4cc24685/people-org.png,193.208984375,0.6382978723404256,0.7217895861963659,1.0,7.861328125,8.541015625,0.9077718888164389,0,0.9025845638587413,1.721789586196366,3.0
reduced_people-1.jpg,people-1.jpg,https://sb.kaleidousercontent.com/67418/604x802/ed396e87c5/people-1.jpg,141.701171875,0.26638477801268495,1.0,1.0,32.1552734375,141.701171875,1.0,100,0.9039330027410103,2.0,17.0
reduced_people-1-transparent2.jpg,people-1-transparent2.jpg,https://sb.kaleidousercontent.com/67418/604x802/51d867647f/people-1-transparent2.jpg,48.8642578125,0.26638477801268495,1.0,1.0,11.478515625,48.8642578125,1.0,100,0.9167829122217106,2.0,7.0
reduced_people-endless-possibilities.jpg,people-endless-possibilities.jpg,https://sb.kaleidousercontent.com/67418/604x802/e74824a7ae/people-endless-possibilities.jpg,249.8115234375,0.26638477801268495,1.0,1.0,58.03125,249.8115234375,1.0,100,0.9008184111079084,2.0,31.0
reduced_people-skater-floor-fix.png,people-skater-floor-fix.png,https://sb.kaleidousercontent.com/67418/604x802/b8d74bcca6/people-skater-floor-fix.png,163.3134765625,0.26638477801268495,1.0,1.0,1049.0927734375,163.3134765625,1.0,100,1.0,2.0,1.0
reduced_people.webp,people.png,https://sb.kaleidousercontent.com/67418/992x558/7632960ff9/people.png,93.216796875,0.6382978723404256,0.7217895861963659,2.946421324351678,23.662109375,23.986328125,0.9001914779010616,60,0.9002537864653217,3.668210910548044,58.0
reduced_all-pages-2.webp,all-pages-2.png,https://sb.kaleidousercontent.com/67418/658x756/361846cee7/all-pages-2.png,66.9150390625,0.3338632750397456,0.6669720568025653,5.319751447398591,31.78125,34.85546875,0.9207504520790121,85,0.9116907579071998,5.986723504201157,82.0
reduced_techcrunch_author.jpg,techcrunch_author.jpg,https://sb.kaleidousercontent.com/67418/160x160/0337b3fbf1/techcrunch_author.jpg,23.6171875,0.15742128935532235,0.0,6.298491700501665,1.6328125,1.93359375,0.9241626839857172,15,0.9084062372165834,6.298491700501665,11.0
reduced_phoenix_author.jpg,phoenix_author.jpg,https://sb.kaleidousercontent.com/67418/160x160/174df4481b/phoenix_author.jpg,23.6123046875,0.1606323304436512,0.09772484348755535,6.969685866194747,1.4345703125,1.6708984375,0.9150833615383682,15,0.9007094702450473,7.067410709682303,11.0
reduced_sonymusic_author.jpg,sonymusic_author.jpg,https://sb.kaleidousercontent.com/67418/160x160/118585f82a/sonymusic_author.jpg,17.62890625,0.1616213442791175,0.09772484348755535,9.406425768413202,1.396484375,1.623046875,0.9163975970462165,15,0.9017502535975667,9.504150611900757,11.0
reduced_3_thumbnail.jpg,3_thumbnail.jpg,https://static.remove.bg/uploader-examples/animal/3_thumbnail.jpg,17.6171875,1.0,0.026935409986257444,13.171519921986985,4.7783203125,4.8583984375,0.9066830616780067,25,0.9013399097405014,13.198455331973243,23.0
